tag_id,asset_id,brand_name,tag_name,tag_type,confidence,detection_id,video_url,download_link,start_time_stamp,end_time_stamp,start_frame,end_frame,publication_date,title,description,views,comments,likes,shares,created_at,social_media,publication_year
01GPKJ3VNF886YC983DVA7486R,01GE2AVKNQXDRH9M9WHZX1C5GT,Living Proof US,middle eastern,FACE,0.862425,01GPKJ3VNFVD9Q8VTA4YYNWX41,https://www.tiktok.com/@livingproofinc/video/7146242762395143470,j_l8kbvgtma8e10jk1q.c593396268807bf24a341bfb83c0bd5d5e3b9f12.file_l8kc09jis4ng8omt7.S3_link_of_the_video.mp4,00:00:01,00:00:01,25,25,2022-09-22 16:32:11,livingproofinc,"Let our dry shampoo work as hard as your workout  Advanced Clean Dry Shampoo actually cleans hair by soaking up sweat, oil + odor while adding softness + shine for that freshly washed feel.   : @kelsey kooima  #livingproofinc #dryshampoo #hairrefresh #postworkout #hairroutine ",437,2,17,0,2022-09-27 15:12:53.657992,TikTok,2022
01GPKJ3VNFNYHDKDW2YA9DD29R,01GE2AVKNQXDRH9M9WHZX1C5GT,Living Proof US,white,FACE,0.870857,01GPKJ3VNFY3C4ZVA4Y2FR6ATE,https://www.tiktok.com/@livingproofinc/video/7146242762395143470,j_l8kbvgtma8e10jk1q.c593396268807bf24a341bfb83c0bd5d5e3b9f12.file_l8kc09jis4ng8omt7.S3_link_of_the_video.mp4,00:00:06,00:00:08,150,200,2022-09-22 16:32:11,livingproofinc,"Let our dry shampoo work as hard as your workout  Advanced Clean Dry Shampoo actually cleans hair by soaking up sweat, oil + odor while adding softness + shine for that freshly washed feel.   : @kelsey kooima  #livingproofinc #dryshampoo #hairrefresh #postworkout #hairroutine ",437,2,17,0,2022-09-27 15:12:53.657992,TikTok,2022
01GPKJ3W6S3Z2NRMV1535VM1DE,01GE2AVKP3R1RYN9H2TS8FZ9EE,Living Proof US,asian,FACE,0.904174,01GPKJ3W6STBF8ZVED3VA1KQ62,https://www.tiktok.com/@livingproofinc/video/7145452153644059946,j_l8kbvgtma8e10jk1q.e1289448f58902cf8af69a5a07dc8d415ddcb0da.file_l8kc1046108hw1hqi5.S3_link_of_the_video.mp4,00:00:13,00:00:16,325,400,2022-09-20 13:24:13,livingproofinc,"Enter for a chance to win $1,000 + the opportunity to be a part of Living Proofs next campaign! Show off your healthy hair transformation using Triple Bond Complex by tagging @livingproofinc and using the hashtag #LpDamageUndone.",65900,0,146,0,2022-09-27 15:12:54.028258,TikTok,2022
01GPKJ4NKS4E67E6QR7E12Q87C,01GE2AVKPRAMYHHS4J36689MP3,Living Proof US,latino,FACE,0.915866,01GPKJ4NKSJZK3T75S1HH7NVBE,https://www.tiktok.com/@livingproofinc/video/7141050608550808874,j_l8kbvgtma8e10jk1q.2bb79d836fb55878740b0e20c48baf8300185272.file_l8kc1t3j21tw8ao9ta.S3_link_of_the_video.mp4,00:00:01,00:00:06,25,150,2022-09-08 16:43:34,livingproofinc,Stop scrolling   + save this textured top knot by @michaelgrayhair  for later  Using all Lp. products.  MUA: @sashakeenemua.  Model: @katyasanchez #livingproofinc #hairtutorial #hairstyle,575,2,29,0,2022-09-27 15:12:55.112663,TikTok,2022
01GPKJ4NNG5T4KHS9FEBDVWGVY,01GE2AVKPRAMYHHS4J36689MP3,Living Proof US,indian,FACE,0.87712,01GPKJ4NNGNBMKJK0TEE1VMWY4,https://www.tiktok.com/@livingproofinc/video/7141050608550808874,j_l8kbvgtma8e10jk1q.2bb79d836fb55878740b0e20c48baf8300185272.file_l8kc1t3j21tw8ao9ta.S3_link_of_the_video.mp4,00:00:50,00:00:51,1250,1275,2022-09-08 16:43:34,livingproofinc,Stop scrolling   + save this textured top knot by @michaelgrayhair  for later  Using all Lp. products.  MUA: @sashakeenemua.  Model: @katyasanchez #livingproofinc #hairtutorial #hairstyle,575,2,29,0,2022-09-27 15:12:55.112663,TikTok,2022
01GPKJ3W7V84BWMBH4PVK1XNA4,01GE2AVKPZ8ZE7AJTNKR1V07ED,Living Proof US,middle eastern,FACE,0.855332,01GPKJ3W7VD7PRRX6DT6Z2QZ2W,https://www.tiktok.com/@livingproofinc/video/7140668942170787115,j_l8kbvgtma8e10jk1q.92150d42cae68d5464db0402bfeec0bb047948af.file_l8kc1xl72bqp0cvwfl.S3_link_of_the_video.mp4,00:00:01,00:00:01,50,50,2022-09-07 16:02:32,livingproofinc,Say goodbye to frizz  and hello to better hair days  with No Frizz Humidity Shield. : @Nat  #livingproofinc #hair #healthyhair #hairproducts #hairspray #nofrizz #humidityshield,442,1,28,0,2022-09-27 15:12:55.475761,TikTok,2022
01GPKJ40Z356SCZ7JF8PF77JQG,01GE2AVKRDERMX7YJ8CKEP9PKK,Living Proof US,white,FACE,0.882756,01GPKJ40Z32M4YFH5S2VDP3BJ7,https://www.tiktok.com/@livingproofinc/video/7138813444983246126,j_l8kbvgtma8e10jk1q.4e8c46ac36f87dec3c792edcb1dc32db19f43a78.file_l8kc2ken27wvi9ak5x.S3_link_of_the_video.mp4,00:00:03,00:00:06,75,150,2022-09-02 16:02:15,livingproofinc,"One simple step to refresh dull hair: Healthy Hair Perfector.   This enhancing treatment restores hairs surface to leave it softer + shinier, while helping to reduce the appearance of split ends. #livingproofinc #hair #healthyhair #hairproducts ",1038,0,20,0,2022-09-27 15:12:55.948061,TikTok,2022
01GPKJ4DN2B8BEEJR9KEPY7991,01GE2AVKSDAX9TA9H1JXNRW85Q,Living Proof US,latino,FACE,0.850372,01GPKJ4DN25CTHJBX0GVQA7W2D,https://www.tiktok.com/@livingproofinc/video/7137330389571423530,j_l8kbvgtma8e10jk1q.c477db6f2f6ac24376481ed11ae401ac8f71f812.file_l8kc2ls06gxa7vctl.S3_link_of_the_video.mp4,00:00:21,00:00:32,525,800,2022-08-29 16:07:14,livingproofinc,We're still obsessed with Megan Fox's iconic VMAs look from last year  The best part? You only need ONE product to achieve these long-lasting wet mermaid waves  No Frizz Vanishing Oil  @tinaprokas  is here to show you step by step how to achieve!  Would you wear this? #livingproofinc #VMAs #livingproofinc #meganfox #hairstyle #celebrityhairstyle #hairrecreation #hairhack,863,1,39,1,2022-09-27 15:12:56.593515,TikTok,2022
01GPKJ46M0HZBM804FMW33Q067,01GE2AVKST2N0TES0GC5CDA3CJ,Living Proof US,white,FACE,0.853275,01GPKJ46M0MFZGD6E3YBKPQ23R,https://www.tiktok.com/@livingproofinc/video/7144425158508285227,j_l8kbvgtma8e10jk1q.c0aa27585607d2d1d684914daac14005a424b62c.file_l8kc12l311hqnowh4p.S3_link_of_the_video.mp4,00:00:09,00:00:10,225,250,2022-09-17 18:58:41,livingproofinc,Self-care session  Triple Detox Shampoo + Triple Bond Complex is the perfect combo for an instant reset.   #livingproofinc #hairstrengthener #hairtreatment #healthyhair #hair #hairproducts,449,1,12,0,2022-09-27 15:12:54.309204,TikTok,2022
01GPKJ4FC33ZQ39F54T2FPQJ4K,01GE2AVKT31J726PWQZSJTC2PR,Living Proof US,latino,FACE,0.854373,01GPKJ4FC3VTM886SSVMHTKJ4Z,https://www.tiktok.com/@livingproofinc/video/7142908511847206190,j_l8kbvgtma8e10jk1q.7f0a496a1a609f0891a221bbd9e1a0dca6aab0eb.file_l8kc1e9x1frjuubbg3.S3_link_of_the_video.mp4,00:00:19,00:00:23,475,575,2022-09-13 16:53:20,livingproofinc,"Get ready w/ @Lucelys_A: Triple Bond Complex edition  Triple Bond Complex is a weekly bond-building treatment that makes hair 8x stronger* + more resistant to future damage while adding softness, smoothness + shine. #livingproofinc #bondbuilder #hairtreatment #hairstrengthener #hairproducts #healthyhair #hair",417,0,15,0,2022-09-27 15:12:54.703283,TikTok,2022
01GPKJ4HHS0N7T7A1W3MWMQ2C4,01GE2AVKT9578JKZ8CDT0ER2E8,Living Proof US,white,FACE,0.887085,01GPKJ4HHSM14Y65RY45SG5R6V,https://www.tiktok.com/@livingproofinc/video/7134742672257944874,j_l8kbvgtma8e10jk1q.26376e6a85c4a8788de09677aad7931b369680a1.file_l8kc0vgt10cabbcp14.S3_link_of_the_video.mp4,00:00:05,00:00:06,125,150,2022-08-22 16:45:33,livingproofinc,Hailey Bieber inspired hairstyle  Humidity Shield  by @jwl.s  No Frizz Humidity Shield is a weightless finishing spray that delivers 6x the humidity protection to prevent frizz on dry hairso you can always finish strong.  #livingproofinc #hair #hairproducts,585,0,16,0,2022-09-27 15:12:57.367002,TikTok,2022
01GPKJ4W1GKTVPJQ8J97BRMMWE,01GE2AVKTCPZV4J2CX5MHCACNZ,Living Proof US,white,FACE,0.867736,01GPKJ4W1G75MCFRBBN1G1AT5E,https://www.tiktok.com/@livingproofinc/video/7133606902742682923,j_l8kbvgtma8e10jk1q.8268db1e33a33c8c26e3796ff55bccf54527b410.file_l8kc1ihz21fi8z5ttu.S3_link_of_the_video.mp4,00:00:03,00:00:03,75,75,2022-08-19 15:18:11,livingproofinc,"Celebrity Stylist + Lp. Ambassador, DJ Quintero, is back to show you how to achieve this voluminous ponytail.  Save this style for the next time you want to turn the volume up.  #livingproofinc #hairvolume #hairtutorial #tutorial #howto #hair #healthyhair #voluminouspony #ponytail",685,0,24,0,2022-09-27 15:12:57.498251,TikTok,2022
01GPKJ4W37A1FPRACSPQBJ7D3P,01GE2AVKTCPZV4J2CX5MHCACNZ,Living Proof US,middle eastern,FACE,0.858705,01GPKJ4W37R9V29FR4N3GHWYAS,https://www.tiktok.com/@livingproofinc/video/7133606902742682923,j_l8kbvgtma8e10jk1q.8268db1e33a33c8c26e3796ff55bccf54527b410.file_l8kc1ihz21fi8z5ttu.S3_link_of_the_video.mp4,00:00:19,00:00:21,475,525,2022-08-19 15:18:11,livingproofinc,"Celebrity Stylist + Lp. Ambassador, DJ Quintero, is back to show you how to achieve this voluminous ponytail.  Save this style for the next time you want to turn the volume up.  #livingproofinc #hairvolume #hairtutorial #tutorial #howto #hair #healthyhair #voluminouspony #ponytail",685,0,24,0,2022-09-27 15:12:57.498251,TikTok,2022
01GPKJ4TMVV7H1K0AHHTTE5EWW,01GE2AVKTFVWFGPW4C1CGWJ5GC,Living Proof US,white,FACE,0.856255,01GPKJ4TMV3MHA41Y7SZ1T1VD8,https://www.tiktok.com/@livingproofinc/video/7132876631261203758,j_l8kbvgtma8e10jk1q.5d0a6ab1f95296a76b9a759b21b01d1482532808.file_l8kc1ahk23otvpy6u5.S3_link_of_the_video.mp4,00:00:21,00:00:36,525,900,2022-08-17 16:04:21,livingproofinc,Triple Bond Complex is a GAME CHANGER  @hydrationceo  easily adds it into her post-shower routineno rinse needed for 8x stronger* hair after just one use. #livingproofinc #stronghair #healthyhair #hairdamage #howtofixdamagedhair #bondbuilder #hairproducts #beauty #hair *Against grooming breakage vs. untreated,175200,17,18600,20,2022-09-27 15:12:57.625074,TikTok,2022
01GPKJ4KVY69KQW8P74AG5TSDX,01GE2AVKTM0AFKKPWEFWTEXCBC,Living Proof US,white,FACE,0.882802,01GPKJ4KVYD5KV3E5BQRJE8P96,https://www.tiktok.com/@livingproofinc/video/7132125216167169323,j_l8kbvgtma8e10jk1q.1f174d18e7c779cf84060864ce29dcc83c120608.file_l8kc0yugwl0ve9cy3.S3_link_of_the_video.mp4,00:00:00,00:00:12,0,300,2022-08-15 15:28:28,livingproofinc,"Easy as 1, 2, 3  : @minniefr #greasyhair #hair #dryshampoo #hairhack #tutorial #hairtip #hair #livingproofinc",719,0,28,0,2022-09-27 15:12:58.68275,TikTok,2022
01GPKJ4VDWSCDQFS9XH05J8M9W,01GE2AVKTQ1Q0W0WES27PZPXHB,Living Proof US,asian,FACE,0.869903,01GPKJ4VDWT5NYVSEAVHEEQQY1,https://www.tiktok.com/@livingproofinc/video/7135475441015524650,j_l8kbvgtma8e10jk1q.ff0f5da12fa4971e91b9bf90273d86f822c92ccd.file_l8kc3chdvto0n9tam.S3_link_of_the_video.mp4,00:00:30,00:00:30,750,750,2022-08-24 16:09:03,livingproofinc,"@mirandaalol  is hair GOALS  it's giving healthy, shiny, silky smooth hair  with just one product: Triple Bond Complex.  Have you tried this revolutionary treatment yet? #livingproofinc #bondbuilder #hairtreatment #strengtheningtreatment #healthyhair #hair #vividhair #beauty #hairproducts",582,0,42,1,2022-09-27 15:12:57.056796,TikTok,2022
01GPKJ4WRQ0TPNF3HW79SDHB5V,01GE2AVKTT8X8BWNKECRXDXBAG,Living Proof US,asian,FACE,0.857631,01GPKJ4WRQ1XRP78T501GGAX35,https://www.tiktok.com/@livingproofinc/video/7142525614720011566,j_l8kbvgtma8e10jk1q.8dd1b496cb1f37efe8b271761e06431593c92177.file_l8kc1m7rnisj21015.S3_link_of_the_video.mp4,00:00:07,00:00:08,175,200,2022-09-12 16:07:24,livingproofinc,"@iluvsarahiiii uses Triple Bond Complex to achieve ultimate hair goals. This weekly bond-building treatment makes hair 8x stronger* + more resistant to future damage while adding softness, smoothness + shine.  Shop Triple Bond Complex NOW at @Ulta Beauty   #livingproofinc #ultabeauty #hairtreatment #hairstrengthener #hairproducts #hair #healthyhair #hairgoals *Against grooming breakage vs untreated",461,0,16,0,2022-09-27 15:12:54.825909,TikTok,2022
01GPKJ4WRR757V1BKRAS57KSRF,01GE2AVKTT8X8BWNKECRXDXBAG,Living Proof US,white,FACE,0.932341,01GPKJ4WRR16AH1FXPBV1BYZX0,https://www.tiktok.com/@livingproofinc/video/7142525614720011566,j_l8kbvgtma8e10jk1q.8dd1b496cb1f37efe8b271761e06431593c92177.file_l8kc1m7rnisj21015.S3_link_of_the_video.mp4,00:00:24,00:00:24,600,600,2022-09-12 16:07:24,livingproofinc,"@iluvsarahiiii uses Triple Bond Complex to achieve ultimate hair goals. This weekly bond-building treatment makes hair 8x stronger* + more resistant to future damage while adding softness, smoothness + shine.  Shop Triple Bond Complex NOW at @Ulta Beauty   #livingproofinc #ultabeauty #hairtreatment #hairstrengthener #hairproducts #hair #healthyhair #hairgoals *Against grooming breakage vs untreated",461,0,16,0,2022-09-27 15:12:54.825909,TikTok,2022
01GPKJ4WRRRRNA2AXB0XPT76KJ,01GE2AVKTT8X8BWNKECRXDXBAG,Living Proof US,latino,FACE,0.901889,01GPKJ4WRR09A2YSNCJN85CP6R,https://www.tiktok.com/@livingproofinc/video/7142525614720011566,j_l8kbvgtma8e10jk1q.8dd1b496cb1f37efe8b271761e06431593c92177.file_l8kc1m7rnisj21015.S3_link_of_the_video.mp4,00:00:17,00:00:17,425,425,2022-09-12 16:07:24,livingproofinc,"@iluvsarahiiii uses Triple Bond Complex to achieve ultimate hair goals. This weekly bond-building treatment makes hair 8x stronger* + more resistant to future damage while adding softness, smoothness + shine.  Shop Triple Bond Complex NOW at @Ulta Beauty   #livingproofinc #ultabeauty #hairtreatment #hairstrengthener #hairproducts #hair #healthyhair #hairgoals *Against grooming breakage vs untreated",461,0,16,0,2022-09-27 15:12:54.825909,TikTok,2022
01GPKJ5BQSCDT58B2H69KW1W97,01GE2AVKTZFQ951G7SPQZKTCQ0,Living Proof US,asian,FACE,0.90332,01GPKJ5BQS0VF2Q09D8Z7XZ807,https://www.tiktok.com/@livingproofinc/video/7130682891532520746,j_l8kbvgtma8e10jk1q.40d695e801cbd8faba667738a3a1a3d448ed1bc6.file_l8kc3h3n1mlljv26w3.S3_link_of_the_video.mp4,00:00:04,00:00:59,100,1475,2022-08-11 18:11:30,livingproofinc," Air drying is NO longer necessarily better than blow drying with Triple Bond Complex a weekly intensive treatment that builds all 3 bonds in the hair, making it 8x stronger* after just one use. Fun fact: it's actually activated by HEAT  to build that 3rd covalent bond! With heat protection up to 450F, now you can style YOUR way without fear of damage. OP: @hairbykenziek  #hairmyth #mythbusting #livingproofinc #healthyhair #bondbuilder #stitch *Against grooming breakage vs. untreated",758,1,33,2,2022-09-27 15:12:58.950042,TikTok,2022
01GPKJ4XY2GV6XRGTTSSERKCH5,01GE2AVKV2SZ2MASS592T2PZ1H,Living Proof US,latino,FACE,0.889507,01GPKJ4XY2997481ZYSSG33ESB,https://www.tiktok.com/@livingproofinc/video/7130394166965636394,j_l8kbvgtma8e10jk1q.13fe911a18496669face7823ab5ce4ac50993d80.file_l8kc26el1x1lo4xux.S3_link_of_the_video.mp4,00:00:00,00:00:00,0,0,2022-08-10 23:31:06,livingproofinc,"Celebrity, Curl + Brand Stylist @ursulastephen shares her secret ingredient to 8x stronger* curls   Mix Triple Bond Complex with your Curl Styler, like Curl Elongator, for stronger, healthier, happier curls after just one use.  #livingproofinc #curls #curlyhair #tutorial #howto #hairstyle #hair *Against grooming breakage vs. untreated",678,1,20,0,2022-09-27 15:12:59.106642,TikTok,2022
01GPKJ4XY2QK3S3054Y9A0FG58,01GE2AVKV2SZ2MASS592T2PZ1H,Living Proof US,black,FACE,0.88023,01GPKJ4XY27017ZA8WKFV5593A,https://www.tiktok.com/@livingproofinc/video/7130394166965636394,j_l8kbvgtma8e10jk1q.13fe911a18496669face7823ab5ce4ac50993d80.file_l8kc26el1x1lo4xux.S3_link_of_the_video.mp4,00:00:01,00:00:01,25,25,2022-08-10 23:31:06,livingproofinc,"Celebrity, Curl + Brand Stylist @ursulastephen shares her secret ingredient to 8x stronger* curls   Mix Triple Bond Complex with your Curl Styler, like Curl Elongator, for stronger, healthier, happier curls after just one use.  #livingproofinc #curls #curlyhair #tutorial #howto #hairstyle #hair *Against grooming breakage vs. untreated",678,1,20,0,2022-09-27 15:12:59.106642,TikTok,2022
01GPKJ4WQ02K2972K9HJJPQ849,01GE2AVKV5BJ77CBPT7298FEFW,Living Proof US,latino,FACE,0.867131,01GPKJ4WQ0QEY1P976DE2NDHVQ,https://www.tiktok.com/@livingproofinc/video/7129942132495764779,j_l8kbvgtma8e10jk1q.1692a3e765a93c0b9d2ebee8b7d713ff33622734.file_l8kc34do4a2a55qdh.S3_link_of_the_video.mp4,00:00:10,00:00:10,250,250,2022-08-09 18:16:58,livingproofinc,"Loving this fun summer hairstyle by @cecilialaulannee   Refreshing your summer style is so simple with Advanced Clean Dry Shampoo  just shake, spray, slay  #livingproofinc",533,0,24,0,2022-09-27 15:12:59.265141,TikTok,2022
01GPKJ4WQ0QW4X13RN5CYG3Z6Z,01GE2AVKV5BJ77CBPT7298FEFW,Living Proof US,black,FACE,0.86093,01GPKJ4WPZPRD6AP15VK9TPE89,https://www.tiktok.com/@livingproofinc/video/7129942132495764779,j_l8kbvgtma8e10jk1q.1692a3e765a93c0b9d2ebee8b7d713ff33622734.file_l8kc34do4a2a55qdh.S3_link_of_the_video.mp4,00:00:07,00:00:08,175,200,2022-08-09 18:16:58,livingproofinc,"Loving this fun summer hairstyle by @cecilialaulannee   Refreshing your summer style is so simple with Advanced Clean Dry Shampoo  just shake, spray, slay  #livingproofinc",533,0,24,0,2022-09-27 15:12:59.265141,TikTok,2022
01GPKJ4YPNNBMAT83SKJGNNTF3,01GE2AVKVG80G9DZA00WVQK6SV,Living Proof US,white,FACE,0.851077,01GPKJ4YPN4EKN1B0PKB8342SC,https://www.tiktok.com/@livingproofinc/video/7127635805522316590,j_l8kbvgtma8e10jk1q.e4cc7e2428b10c458495e78f12b0de1fe1134496.file_l8kc2n5mv8e6y3oq1.S3_link_of_the_video.mp4,00:00:00,00:00:00,0,0,2022-08-03 13:07:23,livingproofinc,POV: you no longer fear damage + can finally style the way you want  #TripleBondComplex #LpDamageUndone #livingproofinc,744,2,27,3,2022-09-27 15:12:59.871018,TikTok,2022
01GPKJ577EESN1RWJD6YMFTTC4,01GE2AVKVK0CFZ5J3PC809YXMK,Living Proof US,asian,FACE,0.911415,01GPKJ577E15XY69REG9VH1WMB,https://www.tiktok.com/@livingproofinc/video/7127454259238505771,j_l8kbvgtma8e10jk1q.0be125cec31856fb57729ee8a82efb35d90e943e.file_l8kc3nllt0yulquy3.S3_link_of_the_video.mp4,00:00:05,00:00:27,125,675,2022-08-03 01:22:45,livingproofinc,@anywearwithalexs path to healthy hair is no longer complex  because of our low-maintenance bond-building treatment! Triple Bond Complex reinforces + reconstructs the hair fiber for 8x stronger hair* after just one use.  #livingproofinc #bondbuilder #healthyhair *Against grooming breakage vs untreated,820,1,28,0,2022-09-27 15:13:00.086606,TikTok,2022
01GPKJ612CFNT445WF08Z05D3V,01GE2AVKVSDN0Q6J17VKBVTEZK,Living Proof US,white,FACE,0.851098,01GPKJ612CP31YN8BJMA9YW5MB,https://www.tiktok.com/@livingproofinc/video/7125825794470874414,j_l8kbvgtma8e10jk1q.ff68a2395e7e2fbc08a5ac713313dc3a7dcee047.file_l8kc252l2biq92x0bn.S3_link_of_the_video.mp4,00:01:07,00:01:13,1675,1825,2022-07-29 16:03:29,livingproofinc,Molly from the Lp. testing salon is back to share (+ show) what makes Triple Bond Complex the ultimate hair game changer  don't believe us? Stay tuned for her before + after! #livingproofinc,2068,0,71,5,2022-09-27 15:13:00.364368,TikTok,2022
01GPKJ5F37H6EX226498695J2P,01GE2AVKVW3RKM8AF95150KHQ2,Living Proof US,white,FACE,0.854636,01GPKJ5F375TVXBVA1BSJEHNYT,https://www.tiktok.com/@livingproofinc/video/7125589211645840683,j_l8kbvgtma8e10jk1q.44e18b0d82f4935d4612fc5d3982cfc902d8c63b.file_l8kc2lsd2hr7kypikt.S3_link_of_the_video.mp4,00:00:21,00:00:22,525,550,2022-07-29 00:45:25,livingproofinc,"#GRWM w/ @Kirsten Titus  featuring NEW Triple Bond Complex  it's giving shinier, healthier, stronger hair  #livingproofinc",863,0,24,0,2022-09-27 15:13:00.477377,TikTok,2022
01GPKJ5F38MBZZV8BDX8V0JDBY,01GE2AVKVW3RKM8AF95150KHQ2,Living Proof US,asian,FACE,0.855298,01GPKJ5F38HR5ZP80P2Z533AFC,https://www.tiktok.com/@livingproofinc/video/7125589211645840683,j_l8kbvgtma8e10jk1q.44e18b0d82f4935d4612fc5d3982cfc902d8c63b.file_l8kc2lsd2hr7kypikt.S3_link_of_the_video.mp4,00:00:38,00:00:38,950,950,2022-07-29 00:45:25,livingproofinc,"#GRWM w/ @Kirsten Titus  featuring NEW Triple Bond Complex  it's giving shinier, healthier, stronger hair  #livingproofinc",863,0,24,0,2022-09-27 15:13:00.477377,TikTok,2022
01GPKJ5FV47GVKNDKVVBFA9VJR,01GE2AVKW2P6VSS3TKXDP55XPA,Living Proof US,middle eastern,FACE,0.885479,01GPKJ5FV4YKEBPV3GGVQFJH1B,https://www.tiktok.com/@livingproofinc/video/7125084225270828334,j_l8kbvgtma8e10jk1q.e04d46e56c8b84cf81d38e2447b7f40929827460.file_l8kc3wge1ksjg4ya3j.S3_link_of_the_video.mp4,00:00:20,00:00:20,500,500,2022-07-27 16:05:49,livingproofinc,"Incorporating Triple Bond Complex into your existing routine  two words: low maintenance  Cleanse + condition. Apply Triple Bond Complex first thing out of the shower, then carry on with your styling routine as normal. Drop a  if you love a low-maintenance strengthening routine  #livingproofinc #bondbuilder #healthyhair",1349,0,33,2,2022-09-27 15:13:00.756263,TikTok,2022
01GPKJ5FV4AFNX49JDXTD43FMF,01GE2AVKW2P6VSS3TKXDP55XPA,Living Proof US,white,FACE,0.857303,01GPKJ5FV4VKSNBE1AMVJ3D3TH,https://www.tiktok.com/@livingproofinc/video/7125084225270828334,j_l8kbvgtma8e10jk1q.e04d46e56c8b84cf81d38e2447b7f40929827460.file_l8kc3wge1ksjg4ya3j.S3_link_of_the_video.mp4,00:00:17,00:00:19,425,475,2022-07-27 16:05:49,livingproofinc,"Incorporating Triple Bond Complex into your existing routine  two words: low maintenance  Cleanse + condition. Apply Triple Bond Complex first thing out of the shower, then carry on with your styling routine as normal. Drop a  if you love a low-maintenance strengthening routine  #livingproofinc #bondbuilder #healthyhair",1349,0,33,2,2022-09-27 15:13:00.756263,TikTok,2022
01GPKJ5KD58ZA71WZQAAWDEGM8,01GE2AVKWGNGP6EDP8SMFW1Z4A,Living Proof US,latino,FACE,0.879898,01GPKJ5KD5D8XWWDQ6PQSVBQ1S,https://www.tiktok.com/@livingproofinc/video/7127013221675879722,j_l8kbvgtma8e10jk1q.5ebff261cd5ff3cd99273106a1fe44a9daa1dab5.file_l8kc2ynx1aewqfeml2.S3_link_of_the_video.mp4,00:00:01,00:00:02,25,50,2022-08-01 20:51:18,livingproofinc,"Curl cocktailing with Triple Bond Complex is super simple  start by mixing 2 pumps (adding more as needed) w/ your #Curl styler for #hydrated, 8x stronger* curls.  Which Curl styler are you cocktailing w/ Triple Bond Complex?  #livingproofinc *Against grooming breakage vs untreated",805,0,31,2,2022-09-27 15:13:00.242128,TikTok,2022
01GPKJ5KD6AFFY0SGTNY4260TD,01GE2AVKWGNGP6EDP8SMFW1Z4A,Living Proof US,asian,FACE,0.878431,01GPKJ5KD682VZ5JZW6D5A5RRP,https://www.tiktok.com/@livingproofinc/video/7127013221675879722,j_l8kbvgtma8e10jk1q.5ebff261cd5ff3cd99273106a1fe44a9daa1dab5.file_l8kc2ynx1aewqfeml2.S3_link_of_the_video.mp4,00:00:18,00:00:18,450,450,2022-08-01 20:51:18,livingproofinc,"Curl cocktailing with Triple Bond Complex is super simple  start by mixing 2 pumps (adding more as needed) w/ your #Curl styler for #hydrated, 8x stronger* curls.  Which Curl styler are you cocktailing w/ Triple Bond Complex?  #livingproofinc *Against grooming breakage vs untreated",805,0,31,2,2022-09-27 15:13:00.242128,TikTok,2022
01GPKJ5HHB01593JBS4AED263Q,01GE2AVKWKDNEKVYKE3D2Q77FA,Living Proof US,white,FACE,0.908405,01GPKJ5HHBZCFRP13WEFK6WXXQ,https://www.tiktok.com/@livingproofinc/video/7122520776997293358,j_l8kbvgtma8e10jk1q.a50dc8d0f7e1d2340fce7a576251b0ce5c176b33.file_l8kc2tt32pz0tpahbd.S3_link_of_the_video.mp4,00:00:00,00:00:04,0,100,2022-07-20 18:18:20,livingproofinc,"Magic in a can   we are the science, @isabellakatee  is the Living Proof  What's your fave way to use Full Dry Volume & Texture Spray?  #livingproofinc",1237,5,36,3,2022-09-27 15:13:02.080338,TikTok,2022
01GPKJ5XW1027WQN7EY1H0KVYR,01GE2AVKWY9YK3SHNCF0FTKS28,Living Proof US,white,FACE,0.86394,01GPKJ5XW12K4A6PDSE6RPKTN0,https://www.tiktok.com/@livingproofinc/video/7120290944112397610,j_l8kbvgtma8e10jk1q.0df6c5e4b7f43bc6c8436f20c08f44c9754d3133.file_l8kc3hz21e2t3y3vza.S3_link_of_the_video.mp4,00:00:00,00:00:06,0,150,2022-07-14 18:05:26,livingproofinc,How-to: Emily in Paris iconic waves   save this style to recreate later! #livingproofinc #emilyinparis #hairstyle #hairrecreation #tutorial,1799,3,68,0,2022-09-27 15:13:03.691987,TikTok,2022
01GPKJ5XNF73QFDJ97G3RS80MG,01GE2AVKXDD5H1MA8F7VT8HNC7,Living Proof US,middle eastern,FACE,0.850516,01GPKJ5XNF6J2WF8BZCMW99RWK,https://www.tiktok.com/@livingproofinc/video/7117744540034813226,j_l8kbvgtma8e10jk1q.f6d9f124833a94053878965e2657f4f61e0feb25.file_l8kc0i2i9jeoa07hi.S3_link_of_the_video.mp4,00:00:00,00:00:00,0,0,2022-07-07 21:24:05,livingproofinc,@L E T I C I A instantly transforms flat  fab hair with the help of one holy grail product: Full Dry Volume & Texture Spray . Have you tried adding texture spray into your styling routine?  #livingproofinc #texturespray #hairvolume,698,1,25,0,2022-09-27 15:13:04.733613,TikTok,2022
